X$KELRSGA|kernel event alert SGA
X$KELRTD|kernel event alert threshold type descriptions
X$KELRXMR|
X$KELTGSD|kernel event alert types generator descriptions
X$KELTOSD|kernel event alert types operations descriptions
X$KELTSD|kernel event alert types descriptions
X$KEOMM_DBOP_LIST|kernel event (database) operations monitoring operations list
X$KEOMNMON_SESSTAT|kernel event (database) operations monitoring (sql monitor) session statistics
X$KERPIREPREQ|kernel event report internal report requests. dbms_auto_report
X$KERPISTATS|kernel event report internal statistics. dbms_auto_report
X$KESPLAN|kernel event sql manageability plan. advisor current plan.
X$KESSPAMET|kernel event sql manageability sql tuning advisor metrics
X$KESWXMON|kernel event sql manageability sql monitor
X$KESWXMON_PLAN|kernel event sql manageability sql monitor plan
X$KESWXMON_STATNAME|kernel event sql manageability sql monitor statistics name
X$KETCL|kernel event tasks clients
X$KETOP|kernel event tasks operations
X$KETTG|kernel event tasks task groups
X$KEUMLINKTB|kernel event unified management (database) link table
X$KEUMREGTB|kernel event unified management registration table
X$KEUMSVCTB|kernel event unified management service table
X$KEUMTB|kernel event unified management tables
X$KEUMTOPTB|kernel event unified management table options table
X$KEWAM|kernel event workload active session history metadata
X$KEWASH|kernel event workload active session history 
X$KEWCATPDBINSNAP|
X$KEWCIMPSTGTB|
X$KEWECLS|kernel event workload service(?) client statistics
X$KEWEFXT|
X$KEWEPCS|kernel event workload service (workload manager) pc statistics
X$KEWESMAS|kernel event workload service service module action statistics
X$KEWESMS|kernel event workload services service module statistics
X$KEWFLINFO|
X$KEWMAFMV|
X$KEWMCHKMV|kernel event workload metrics chunk metrics values
X$KEWMDRMV|kernel event workload metrics metadata metrics values
X$KEWMDSM|kernel event workload metrics metadata summary
X$KEWMEVMV|kernel event workload metrics events metrics values
X$KEWMFLMV|kernel event workload metrics file metrics values
X$KEWMGSM|kernel event workload metrics group summary
X$KEWMIOFMV|kernel event workload metrics IO (per) function metrics values
X$KEWMRMGMV|kernel event workload metrics resource manager metrics values
X$KEWMRMPDBMV|kernel event workload metrics resource manager PDB metrics values
X$KEWMRSM|kernel event workload metrics resource metric (names) -- not sure if this has to do with db resource manager
X$KEWMRWMV|kernel event workload metrics resource workload metrics values -- not sure if this has to do with db resource manager
X$KEWMSEMV|kernel event workload metrics session metrics values
X$KEWMSMDV|kernel event workload metrics system metrics (per) date values
X$KEWMSRGMV|kernel event workload metrics service region metrics values
X$KEWMSVCMV|kernel event workload metrics service metrics values
X$KEWMWCRMV|kernel event workload metrics workload manager client resource manager(??) values
X$KEWMWPCMV|kernel event workload metrics workload manager pc metric values
X$KEWPDBINSNAP|kernel event workload PDB databases in snapshot
X$KEWPDBIX|kernel event workload PDB database index(?)
X$KEWRATTRNEW|
X$KEWRATTRSTALE|
X$KEWRCACHE|kernel event workload repository cache
X$KEWRCONIDLOOKUP|kernel event workload repository container id lookup
X$KEWRIMSEGSTAT|kernel event workload repository in-memory segment statistics
X$KEWRIPSL|
X$KEWRSQLCRIT|kernel event workload repository sql critical
X$KEWRSQLIDTAB|kernel event workload repository sqlid table
X$KEWRSQLSUM|kernel event workload repository sql summary(?)
X$KEWRSTGTB|kernel event workload repository stage table
X$KEWRTB|kernel event workload repository tables
X$KEWRTBGM|kernel event workload repository tables group membership
X$KEWRTB_ALL|kernel event worklod repository tables all. same number as x$kewrtb in 19.3.
X$KEWRTOPTENV|kernel event workload repository table optimizer environment
X$KEWRTSEGSTAT|kernel event workload repository table segment statistics
X$KEWRTSQLPLAN|kernel event workload repository table sql plan
X$KEWRTSQLTEXT|kernel event workload repository table sql text
X$KEWSSESV|kernel event workload statistics session values
X$KEWSSMAP|kernel event workload statistics statistics map
X$KEWSSVCV|kernel event workload statistics service values
X$KEWSSYSV|kernel event workload statistics system values
X$KEWXOCF|kernel event workload sysaux occupants ?
X$KEWX_INDEXES|kernel event workload sysaux indexes
X$KEWX_LOBS|kernel event workload sysaux lobs
