Ldi|date/time conversion
kso_prespawn_queue_enable|DBMS_PROCESS.START_POOL
kso_prespawn_queue_update|DBMS_PROCESS.CONFIGURE_POOL
ksols|object level statistics(?)
ksolt|lightweight threads
ksopid_alive|pid alive check
ksp|parameter
kspgir|get range
kspgpnicd|DBMS_UTILITY.KSPGPNICD GET_PARAMETER_VALUE
kspGetInstType|validate instance_type
ksq|enqueue
ksqcnl|convert an enqueue's mode
ksqcnv|convert an enqueue's mode
ksqcmi|change lock mode internal
ksqded|deadlock check
ksqdel|release an enqueue
ksqgel|get an enqueue
ksqget|get an enqueue
ksqgtl|get an enqueue
ksqrcl|release an enqueue
ksr|reliable messages
kss|state object
kssadf|add SO from free list
kssdch|delete children of SO
kssdct|delete children of specified type
kssdel|delete SO
kssdmp|dump children of a SO
kssrmf|delete SO 
kssxdl|delete SO ignoring errors, clean latches
kst|trace (x$trace)
kstm|time manager
kstmchkdrift|check drift
kstmgethighresustick|get high resolution time
ksu|user
ksu_detactive_tac|deactivete time accounting
ksu_dispatch_tac|dispatch timed-out action (updates wait interface)
ksucln|cleanup detached process
ksucresg|create session with a process group specified
ksucre|create user session in process
ksucrp|create and initialise process
ksudps|dump this processes
ksugtcpums|get cpu measurement (?)
ksuded|user disconnect
ksudel|delete specified user session
ksudlc|delete call
ksudlp|delete process. called when user deteches or cleanup by pmon
ksudmp|dump process state object
ksudss|dump system
ksul|license/language
ksumcl|multi(?) check for process to be alive (checks pmon)
ksup|processes
ksupalv|process alive check
ksupop|pop (restore) user or recursive call
ksupr|process object
ksupucg|push user call general
ksur|resource usage
ksus|statistics
ksuse|sessions
ksut|timer
ksuwaitsysevent|seems to deal with channels (x$ksrchdl, x$ksrcctx)
ksux|instance
ksuxda|attempt to delete all processes that are marked dead
ksuxds|acquires the ksupol, the so latch protects access to the sniper bit
ksuxdl|delete state object for PMON
ksuxfl|find dead processes and cleanup their latches. called by PMON
ksv|slave management
ksvrdp|run generic detached slave process
ksws_int_tag_sess|DBMS_SERVICE.INT_TAG_SESSION
ksws_kill_sess|DBMS_SERVICE.IKILL_SESSION
ksws_map_rc_to_error|DBMS_SERVICE.I_MAP_ERROR (?)
kswsgetosstat|get host cpu utilization
kswsics|DBMS_SERVICE.ICREATE_SERVICE
kswsidl|DBMS_SERVICE.IDELETE_SERVICE
kswsims|DBMS_SERVICE.IMODIFY_SERVICE
kswsiss|DBMS_SERVICE.ISTART_SERVICE
kswsists|DBMS_SERVICE.ISTOP_SERVICE
ksx|cross instance
ksxa|parallel affinity
ksxmcln|DBMS_STATS_INTERNAL.PURGE_ORPHAN_ENTRIES_CALLOUT
ksxp|main ipc
ksxr|rac operations(?)
ksz|oracle storage server (OSS) server layer
kt|transaction
kta|table access
ktaadm|get all dml locks
ktagetp|get partition lock
ktagetg0|get generic dml lock
ktagdm|get dml lock
ktaiam|internal allocate dml lock 
ktaidm|internal delete dml lock
ktaifm|internal find dml lock
ktamp_GetContentCO|DBMS_APBACKEND.GETCONTENTCO
ktamp_WriteContentCO|DBMS_APBACKEND.WRITECONTENTCO
ktamp_remove_backupfile|DBMS_APBACKEND.REMOVEBACKUPFILE
ktamp_send_command|DBMS_APBACKEND.SENDCOMMANDINTERNAL
ktamp_write_tarball|DBMS_APBACKEND.WRITETARBALL
ktb|block
ktbapundo|apply undo
ktbdbc|fast block cleanout function
ktbchg2|(header) change
ktbconv|block convert
ktbgcl|performs ITL cleanout for RC and CU blocks
ktbgcl1|general clean 1
ktbgds|get dependent SCN
ktbgfc|flush cleanout to disk
ktbgfi|get free ITL
ktbgwl|generate write list (?)
ktbisc|ITL scan
ktbrcl|ITL cleanout routine
ktbt|table
ktbtul|unlock ITLs
ktbtunlk|unlock all based on block type
ktc|control component
ktcCommitTxn|main commit function, calls ktcCommitTxn_new
ktcCommitTxn_new|main commit function
ktcbgn|begin transaction
ktcbod|delete the given branch state object and put it on the freelist
ktcccdel|commit callback delete
ktcddt|delete distributed transaction
ktcdso|delete state object
ktcgtx|get action global area
ktcifc|idl flush contexts
ktcrab|real abort
ktcrcm|real commit
ktcsod|state object procedure vector definition
ktcxcb|fixed table callback for x$ktcxb
ktd|distributed 
ktdbgn|begin
ktdcmt|commit
ktdrev|recovery
kte|extent management
ktec|concurrency
ktecgetsh|get segment header
ktecgsc|get segment header and auto-convert
kteclck|set extent map lock
ktef|extent flush extent map
ktehw|high water mark operations
ktein|information operations
kteinmap|return extent map
kteinxtt|extents
ktel|loader
ktelck|set segment header extent map lock 
ktelrwi|redoless write initialize
kteop|operations
kteu|redo support for segment header/extent map changes
ktf|flashback support
ktfa|flashback archive
ktfa_add_table_to_application|DBMS_FLASHBACK_ARCHIVE.ADD_TABLE_TO_APPLICATION
ktfa_disable_application|DBMS_FLASHBACK_ARCHIVE.DISABLE_APPLICATION
ktfa_disassociate_fba|DBMS_FLASHBACK_ARCHIVE.DISASSOCIATE_FBA_INTERNAL
ktfa_drop_application|DBMS_FLASHBACK_ARCHIVE.DROP_APPLICATION
ktfa_enable_application|DBMS_FLASHBACK_ARCHIVE.ENABLE_APPLICATION
ktfa_extend_mappings|DBMS_FLASHBACK_ARCHIVE.EXTEND_MAPPINGS
ktfa_get_sys_context|DBMS_FLASHBACK_ARCHIVE.GET_SYS_CONTEXT
ktfa_import_history|DBMS_FLASHBACK_ARCHIVE.IMPORT_HISTORY
ktfa_lock_down_application|DBMS_FLASHBACK_ARCHIVE.LOCK_DOWN_APPLICATION
ktfa_purge_context|DBMS_FLASHBACK_ARCHIVE.PURGE_CONTEXT
ktfa_reassociate_fba|DBMS_FLASHBACK_ARCHIVE.REASSOCIATE_FBA_INTERNAL
ktfa_register_application|DBMS_FLASHBACK_ARCHIVE.REGISTER_APPLICATION
ktfa_remtabfapp|DBMS_FLASHBACK_ARCHIVE.REMOVE_TABLE_FROM_APPLICATION
ktfa_set_context_level|DBMS_FLASHBACK_ARCHIVE.SET_CONTEXT_LEVEL
ktfa_unlock_application|DBMS_FLASHBACK_ARCHIVE.UNLOCK_APPLICATION
ktfactht|DBMS_FLASHBACK_ARCHIVE.CREATE_TEMP_HISTORY_TABLE
ktfb|bitmapped space manipulation of files/tablespaces
ktfd|dictionary based extent management
ktfedml|KUPP$PROC.ENABLE_FLASHBACK_DMLS
ktfgscnn|DBMS_FLASHBACK.GET_SYSTEM_CHANGE_NUMBER
ktft|temporary file manipulation
ktfwtsm|write timestamp
ktfsnrb|DBMS_FLASHBACK.ENABLE_AT_SYSTEM_CHANGE_NUMBER
ktfsrb|DBMS_FLASHBACK.ENABLE_AT_TIME
ktfsrd|DBMS_FLASHBACK.DISABLE
ktftb_backout_names|DBMS_FLASHBACK.INTERNAL_NAMES_BACKOUT
ktftbp_backout_xids|DBMS_FLASHBACK.INTERNAL_XIDS_BACKOUT
kti|in memory undo(?)
ktilm_flush_one_seg|DBMS_ILM.FLUSH_SEGMENT_ACCESS_INTERNAL
ktilm_flush_rowmaps|DBMS_ILM.FLUSH_ROWMAPS
ktilm_flush_seg|DBMS_ILM.FLUSH_ALL_SEGMENTS
ktilm_flush_seg_rowmaps|DBMS_ILM.FLUSH_SEGMENT_ROWMAP_INTERNAL
ktl|list blocks changed
ktldbl|delete list of block SO's
ktli_UpgradeUpdateInstIdAllLogs|DBMS_SECUREFILE_LOG_ADMIN.UPGRADE_INST_ALL_LOGS
ktliDestroyAllLogs_Mig|DBMS_SECUREFILE_LOG_ADMIN.DESTROY_ALL_LOGS
ktm|transaction monitor
ktma|IM ADG
ktmSmonMain|main smon routine
ktmb|IM block
ktmc|IM concurrency
ktmjs|IM journal scan
ktmirc|instance recovery
ktmmon|tx monitor background timeout action (smon)
ktmpj|IM private journal
ktmr|IM read
ktmsj|IM shared journal
ktp|parallel
ktpcmt|commit
ktr|read consistency
ktrexc|examine blocks (consistent gets - examination)
ktrexf|examine blocks (returns best candidate)
ktrgcm|common cr read code; build a cr buffer by applying undo
ktrget|get a read consistent block
ktrgtc|get a read consistent block and call back client
ktri|DBMS_RESUMABLE
ktriabt|ABORT
ktrigst|GET_SESSION_TIMEOUT
ktrigt|GET_TIMEOUT
ktrisst|SET_SESSION_TIMEOUT
ktrist|SET_TIMEOUT
ktrvac|validate active transactions(?)
kts|segment management
kts4smck|semantic check of the block
kts4emchk|extended semantic check of the block
ktsa|space analysis
ktsaps|plsql space; dbms_space_admin
ktsaps_DropDF|DBMS_SPACE_INFO.KTSAPS_DROPDF ISDATAFILEDROPPABLE
ktsaps_create_table_cost|DBMS_SPACE_ADMIN.KTSAP_CREATE_TABLE_COST
ktsaps_info|DBMS_SPACE_ADMIN.KTSAPS_INFO
ktsaps_nglob_info|DBMS_SPACE_ADMIN.KTSAPS_NGLOB_INFO
ktsaps_nglob_info2|DBMS_SPACE_ADMIN.KTSAPS_NGLOB_INFO2
ktsaps_object_space_usage|DBMS_SPACE_ADMIN.KTSAP_OBJECTS_SPACE_USAGE
ktsaps_sf_info_fast|DBMS_SPACE_ADMIN.KTSAPS_SF_INFO_FAST SPACE_USAGE
ktsaps_verify_shrink_candidate|DBMS_SPACE_ADMIN.KTSAP_VERIFY_SHRINK_CANDIDATE
ktsb|bitmap management
ktsclsb|coalesce free space
ktsf|file
ktsf_gsp|get space
ktsfbfmt|format block and link
ktsfsmhwm|segment move high water mark
ktsfsnblk|new block
ktsfx|datafile extention
ktsmg_icmt|insert direct load commit
ktsmg_seg|merge segments
ktsmgaex|DBMS_UNDO_ADV.IF_AUTO_EXTEND
ktsmgbpr|DBMS_UNDO_ADV.GET_BEST_POSSIBLE_RETENTION
ktsmgmsz|DBMS_UNDO_ADV.MAXSIZE
ktsmgmql|DBMS_UNDO_ADV.GET_LONGEST_QUERY
ktsmgru|DBMS_UNDO_ADV.GET_REQUIRED_UNDO
ktsmgruarr|DBMS_UNDO_ADV.GET_REQUIRED_UNDO
ktsp|segment pagetable
ktspffc|Fill First Level bmb dbas
ktspfmdb|format a range of data blocks
ktspfmtrng|format one range or less of data blocks
ktspfpblk|pin useful block
ktspfsrch|first level bitmap block search
ktspfsteal|Search cache for Pointer to data area of LII bitmap block
ktspgetf|Get next set of L1s
ktspgsp_cbk|Get Space for inserts
ktspgsp_cbk1|Get Space for inserts bitmap segment only
ktspgsp_main|get space for inserts
ktspmlhwm|Move the Low High Water Mark. Called when a range of blocks is formatted
ktspsc|search cache
ktspscan_bmb|scan the level 1 bitmap blocks
ktss|segment procedures
ktssdt_segs|drops stray temporary segments
ktst|sort management
ktsx|extent management
ktsxr_add|redoless add extent to a segment
ktsxs_add|add extent to a segment
ktsxterr|find extent error
ktt|tablespace
ktte_ts_gettarget|check if the tbs needs to be extended
ktu|undo
ktu4smck|semantic check of the block
ktu4ubck|undo block check
ktuIM|in memory
ktuabt|abort
ktuapundo|apply undo
ktubgn|begin transaction
ktubko|get undo record to rollback transaction, non-cr only
ktubnd|bind undo segment
ktubsy|check if an extent can be reclaimed using extent commit time
ktuc|called from cache
ktuchg|write logs and perform changes
ktucmt|commit transaction
ktudba|convert from usn to dba
ktudecrustat|decrement undo usage statistics in the resource maanger
ktudnx|decrease active transaction count
ktugct|get commit times for transction ids in the data block's ITL
ktugur|generate undo and redo
ktugus|get undo segment header
ktugusc|get undo segment
ktuisonline1|return undo segment info if undo segment is online
ktundo|undo
ktunfy|notification procedure
kturCRBackoutOneChg|consistent read; backout changes
kturGetUndoRec|get an undo record
kturcm|redo commit
kturbk|rollback for CR only, reads undo record pointed by uba and call ktundo to back out the change
kturbt|rollback to time scn
kturdb|write undo data to undo block
kturdh|write undo header data to undo block
kturef|rollback examine candidate undo block
ktursn|rollback segments shrink numbered
ktursp|rollback to savepoint
ktursr|rollback segments shrink requested
ktusrs|shrink rollback segments
ktuulc|unlock (?)
ktz|testing
ku|utility
kueuld|export unloader
kup|datapump
kupfxCloseCtx|KUPF$FILE_INT.CLOSE_CONTEXT
kupfxCreDmpFile|KUPF$FILE_INT.CREATE_DUMP_FILE
kupfxCreKeyInfo|KUPF$FILE_INT.CREATE_KEY_INFO
kupfxDelDmpFile|KUPF$FILE_INT.DELETE_DUMP_FILE
kupfxExmDmpFile|KUPF$FILE_INT.EXAMINE_DUMP_FILE
kupfxFlushLob|KUPF$FILE_INT.FLUSH_LOB
kupfxGetBlkBufSizes|KUPF$FILE_INT.GET_BLKBUF_SIZES
kupfxGetDebugEvent|KUPF$FILE_INT.GET_DEBUG_EVENT
kupfxGetDefCredential|KUPF$FILE_INT.GET_DEFAULT_CREDENTIAL
kupfxGetDefFileName|KUPF$FILE_INT.GET_DEFAULT_FILENAME
kupfxGetFmtTime|KUPF$FILE_INT.GET_FORMATTED_TIME
kupfxGetFullFileName|KUPF$FILE_INT.GET_FULL_FILENAME
kupfxGetMaxCswidth|KUPF$FILE_INT.GET_MAX_CSWIDTH
kupfxGetObfPwd|KUPF$FILE_INT.GTOP
kupfxInit|KUPF$FILE_INT.INIT
kupfxInitDfi|KUPF$FILE_INT.INIT
kupfxIsDmpRestFile|KUPF$FILE_INT.IS_DUMPFILE_A_RESTFILE
kupfxOpenCtx|KUPF$FILE_INT.OPEN_CONTEXT
kupfxParseFileName|KUPF$FILE_INT.PARSE_FILENAME
kupfxRelFiles|KUPF$FILE_INT.RELEASE_FILES
kupfxReadLob|KUPF$FILE_INT.READ_LOB
kupfxSetDebug|KUPF$FILE_INT.SET_DEBUG
kupfxSetTransParams|KUPF$FILE_INT.SET_TRANS_PARAMS
kupfxTerm|KUPF$FILE_INT.TERM
kupfxVerKeyInfo|KUPF$FILE_INT.VERIFY_KEY_INFO
kupfxWriteLob|KUPF$FILE_INT.WRITE_LOB
kupmuar|KUPU$UTILITIES_INT.WRITEAUDITRECORD
kuppchus|KUPP$PROC.CHANGE_USER_INT
kuppcki|KUPP$PROC.CHECK_FOR_INTERRUPT
kuppcrmp|KUPP$PROC.CREATE_MASTER_PROCESS_INT
kuppcrwpr|KUPP$PROC.CREATE_WORKER_INT
kuppcws|KUPP$PROC.CHECK_WORKER_STATUS_INT
kuppdewp|KUPP$PROC.DELETE_WORKER_PROCESSES_INT
kuppetact|KUPP$PROC.WORKER_EXTTBL_ACTIVE
kuppetina|KUPP$PROC.WORKER_EXTTBL_INACTIVE
kuppetn|KUPP$PROC.WORKER_EXTTBL_FULLNAME
kuppgedf|KUPP$PROC.GET_EVENT_DEBUG_FLAGS
kuppgnls|KUPP$PROC.GET_NLS_ALTER_SESSION
kuppgwe|KUPP$PROC.GET_WORKER_EXCEPTION
kuppindn|KUPP$PROC.INIT_DONE
kuppja|KUPP$PROC.JOB_ALIVE_INT
kuppkwp|KUPP$PROC.KILL_WORKER
kuppopten|KUPP$PROC.OPTION_ENABLED_CALLOUT
kuppsdbg|KUPP$PROC.SET_DEBUG_INT
kuppsecld|KUPP$PROC.SEC_TT_LOADED
kuppsecul|KUPP$PROC.SEC_TT_UNLOADED
kuppsip|KUPP$PROC.SHUTDOWN_IN_PROGRESS_INT
kuppsrw|KUPP$PROC.SET_REMOTE_WORKER_INT
kupptwa|KUPP$PROC.TOTAL_WORKERS_ALIVE
kuppwami|KUPP$PROC.WHAT_AM_I_INT
kuppwmid|KUPP$PROC.WHATS_MY_ID_INT
kuppwmnm|KUPP$PROC.WHATS_MY_NAME_INT
kuppwop|KUPP$PROC.WHAT_ORACLE_PRODUCT
kuppwpi|KUPP$PROC.WORKER_PROCESS_INIT_INT
kuppwsi|KUPP$PROC.WORKER_SERVICE_INIT_INT
kupux10gLogonAllowed|KUPU$UTILITIES_INT.TEN_G_LOGON_ALLOWED
kupuxCreateDir|KUPU$UTILITIES_INT.CREATE_DIRECTORY
kupuxDHChkDigests|KUPU$UTILITIES_INT.DH_CHECK_DIGESTS
kupuxDHDecrypt|KUPU$UTILITIES_INT.DH_DECRYPT
kupuxDHEncrypt|KUPU$UTILITIES_INT.DH_ENCRYPT
kupuxDHFreeHandle|KUPU$UTILITIES_INT.DH_FREE_HANDLE
kupuxDHGenShrKey|KUPU$UTILITIES_INT.DH_GEN_SHARED_KEY
kupuxDHGetPubKey|KUPU$UTILITIES_INT.DH_GET_PUBLIC_KEY
kupuxDHNewHandle|KUPU$UTILITIES_INT.DH_NEW_HANDLE
kupuxDecode|KUPU$UTILITIES_INT.DECODE
kupuxDirScan|KUPU$UTILITIES_INT.DIRECTORY_SCAN_INT
kupuxEncode|KUPU$UTILITIES_INT.ENCODE
kupuxIsSuperset|KUPU$UTILITIES_INT.IS_SUPERSET_INT
kupvcrat|KUPV$FT_INT.CREATE_ATTACH_ENTRY
kupvcrjb|KUPV$FT_INT.CREATE_JOB_ENTRY
kupvdlat|KUPV$FT_INT.DELETE_ATTACH_ENTRY
kupvdljb|KUPV$FT_INT.DELETE_JOB_ENTRY
kupvgtet|KUPV$FT_INT.GET_ERROR_TEXT
kupvisfe|KUPV$FT_INT.FATAL_ERROR
kupvupjb|KUPV$FT_INT.UPDATE_JOB_ENTRY
kuxCompare|UTL_XML.COMPARE
kuxHasTstz|UTL_XML.HASTSTZ
kuxLong2Clob|UTL_XML.KUX$_LONG2CLOB
kuxParseExpr|UTL_XML.PARSEEXPR
kuxParseQuery|UTL_XML.PARSEQUERY
kuxWindows32|UTL_XML.WINDOWS32
kuxgetDDLSrcFromXML|UTL_XML.GETDDLSRCFROMXML
kuxgetFdo|UTL_XML.KUX$_GETFDO
kuxgetHashCode|UTL_XML.GETHASHCODE
kuxgetNextTypeid|UTL_XML.GETNEXTTYPEID
kuxisnameomf|UTL_XML.ISNAMEOMF
kuxmlClean|UTL_XML.XMLCLEAN
kuxmlDumpCtxs|UTL_XML.XMLDUMPCTXS
kuxmlInit|UTL_XML.XMLINIT
kuxmlSetMemDebug|UTL_XML.XMLSETMEMDEBUG_INT
kuxmlSetParseFlag|UTL_XML.XMLSETPARSEFLAG
kuxmlParseClob|UTL_XML.XMLPARSE
kuxmlParseURI|UTL_XML.XMLPARSE
kuxsetXmlTransformEngine|UTL_XML.SETXMLTRANSFORMENGINE
kuxsscFind|UTL_XML.SSCFIND
kuxsscGetCtx|UTL_XML.SSCGETCTX
kuxsscMinimizeCache|UTL_XML.SSCMINIMIZECACHE
kuxsscParse|UTL_XML.SSCPARSE
kuxsscPurge|UTL_XML.SSCPURGE
kuxsscSetDebug|UTL_XML.SSCSETDEBUG_INT
kuxslLoadFromFile|UTL_XML.XSLLOADFROMFILE
kuxslResetParams|UTL_XML.XSLRESETPARAMS
kuxslSetParam|UTL_XML.XSLSETPARAM
kuxslTransformCtoC|UTL_XML.XSLTRANSFORM
kuxslTransformCtoX|UTL_XML.XSLTRANSFORMCTOX
kuxslTransformXtoX|UTL_XML.XSLTRANSFORMXTOC
kuxtypeHashCodeEq|UTL_XML.TYPEHASHCODEEQ
kv|performance
kvi|information tables
kwq|advanced queuing 
kwqa|administration
kwqaAnalyzeMC|DBMS_AQADM_SYSCALLS.KWQA_3GL_ANALYZE_MSG_CACHE
kwqaCalculateMC|DBMS_AQADM_SYSCALLS.KWQA_3GL_CALCULATE_MSG_CACHE
kwqaGetMaxStreamspool|DBMS_AQADM_SYSCALLS.GET_MAX_STREAMS_POOL
kwqaGetMinStreamspool|DBMS_AQADM_SYSCALLS.GET_MIN_STREAMS_POOL
kwqaGetPassword|DBMS_PRVTAQIP.KWQA_3GL_GETPASSWORD
kwqaIsOggDest|DBMS_AQADM_SYSCALLS.IS_OGG_DEST
kwqaIsOggSrc|DBMS_AQADM_SYSCALLS.IS_OGG_SRC
kwqaIsLsby|DBMS_AQADM_SYSCALLS.IS_LOGICAL_STBY
kwqaIsPri|DBMS_AQADM_SYSCALLS.IS_PRIMARY
kwqaSetMaxStreamspool|DBMS_AQADM_SYSCALLS.SET_MAX_STREAMS_POOL
kwqaSetMinStreamspool|DBMS_AQADM_SYSCALLS.SET_MIN_STREAMS_POOL
kwqaStopMsgForwarding|DBMS_AQADM_SYSCALLS.KWQA_3GL_STOP_MSG_FORWARDING
kwqd|dequeue
kwqi|internal/plsql trusted callouts
kwqiautoplsreg|DBMS_AQ.CREATE_DEQUEUE_JOB
kwqiautoplsstart|DBMS_AQ.ENABLE_DEQUEUE_JOB
kwqiautoplsstop|DMBS_AQ.DISABLE_DEQUEUE_JOB
kwqiautoplsunreg|DBMS_AQ.DROP_DEQUEUE_JOB
kwqiadtdeq|DBMS_AQ.DEQUEUE
kwqiadtenq|DBMS_AQ.ENQUEUE
kwqic|pre-12c notitication
kwqicRepBgOper|DBMS_AQ.AQ$_BACKGROUND_OPER_INT
kwqicdelrow|delete row from queue table
kwqicgpc|common get parsed cursor
kwqichkopt|DBMS_AQADM_SYS.CHECKOPTION
kwqid|dequeue
kwqideqarr|DBMS_AQ.DEQUEUE_ARRAY
kwqideqarr0|0
kwqidx81deq|DBMS_AQIN.AQ$_DEQUEUE_IN
kwqidxdeq101|DBMS_AQ.AQ$_DEQUEUE version 10.1
kwqidxdeq102|DBMS_AQ.AQ$_DEQUEUE version 10.2
kwqidxdeq92|DBMS_AQ.AQ$_DEQUEUE version 9.2
kwqidxdeqin|DBMS_AQIN.AQ$_DEQUEUE_IN
kwqidxdeqin102|version 10.2
kwqie|enqueue
kwqienqarr|DBMS_AQ.ENQUEUE_ARRAY
kwqienqarr0|(in library DBMS_AQ_LIB)
kwqiexenqueue|DBMS_AQ.AQ$_ENQUEUE
kwqigetdeqsort|DBMS_AQIN.GET_DEQ_SORT_IN
kwqigretry|DBMS_AQIN.GET_MULTI_RETRY_IN
kwqigtusrforagnt|DBMS_AQJMS_INTERNAL.GET_DB_USERNAME_FOR_AGENT
kwqijaddsub|DBMS_AQJMS.AQ$_ADD_SUBSCRIBER_INT
kwqijaltsub|DMBS_AQJMS.AQ$_ALTER_SUBSCRIBER
kwqijexenq|DBMS_AQIN.AQ$_ENQUEUE_RAW
kwqijlisten|DBMS_AQIN.AQ$_LISTEN
kwqijopdxdeq|DBMS_AQIN.AQ$_DEQUEUE_IN
kwqijopdxdeq102|version 10.2
kwqijopenq|DBMS_AQIN.AQ$_ENQUEUE_OBJ
kwqijops|DBMS_AQJMS.AQ$_REGOPS
kwqijremsub|DBMS_AQJMS.AQ$_REMOVE_SUBSCRIBER_INT
kwqilisten|DBMS_AQ.LISTEN
kwqinrexenq|DBMS_AQIN.AQ$_ENQUEUE_OBJ_NO_RECPL
kwqinrjopenq|DBMS_AQIN.AQ$_ENQUEUE_OBJ_NO_RECPL
kwqiopqdeq|DBMS_AQ.DEQUEUE
kwqiopqenq|DBMS_AQ.ENQUEUE
kwqiplsreg|DBMS_AQ.REGISTER
kwqiplsunreg|DBMS_AQ.UNREGISTER
kwqiplspost|DBMS_AQ.POST
kwqisetdeqsort|DBMS_AQIN.SET_DEQ_SORT_IN
kwqisretry|DBMS_AQIN.SET_MULTI_RETRY_IN
kwqit|time manager
kwqitmmit|calback function which processes tables
kwqitmmsgs|messages
kwqitnmptme|newstyle multiconsumer queues
kwqitptm|perform time management
kwqj|job queue scheduler for propagation
kwqm|multiconsumer queue IOT support
kwqmn|time manager
kwqmnslv|slave callback called by ksvrdp
kwqmstmgr|queue scan time manager entries
kwqn|queue notifier
kwqngetfrommail|DBMS_AQELM.GET_SENDFROM
kwqngethostmail|DBMS_AQELM.GET_MAILHOST
kwqngetportmail|DBMS_AQELM.GET_MAILPORT
kwqngettxtimeout|DBMS_AQELM.GET_TXTIMEOUT
kwqngetproxy|DBMS_AQELM.GET_PROXY
kwqnsetfrommail|DBMS_AQELM.SET_SENDFROM
kwqnsethostmail|DBMS_AQELM.SET_MAILHOST
kwqnsetportmail|DBMS_AQELM.SET_MAILPORT
kwqnsetproxy|DBMS_AQELM.SET_PROXY
kwqo|insttype checking options
kwqp|queueing propagation
kwqs|statistics handling
kwqu|lob data
kwqx|transformations
kwqxEvalTrans|DBMS_TRANSFORMATION_INTERNAL.COMPUTE_TRANSFORMATION
kwqxcreate|DBMS_TRANSFORMATION_INTERNAL.I_CREATE_TRANSFORMATION
kwqxdelete|DBMS_TRANSFORMATION_INTERNAL.I_DROP_TRANSFORMATION
kwqxmodify|DBMS_TRANSFORMATION_INTERNAL.I_MODIFY_TRANSFORMATION
kwrc|rules engine evaluation(?)
kwre|rules engine evaluation(?)
kws|streams advanced queuing 
kwsbg|background
kwsbit|time manager for sharded queue
kwsbjc|time manager for sharded queue
kwsbsm|background
kwsbtm|time manager for sharded queue
kwscb|message cache
kwscp|cross process
kwsdqwm|message cache
kwsiRawDqCalout|DBMS_AQ.DEQUEUE
kwsipc|cross process
kwslb|load balancer
kwsmb|message cache
kwsmc|message cache
kwsmsg|message cache
kwsnsm|subscription
kwspt|partitioning
kwssa|subscription
kwssb|message cache
kwssh|message cache
kwssi|subscription
kx|execution
kxc|constraints
kxcb|backup
kxcc|catch all
kxcs|sql statements
kxcsnn|signal a not null constraint violation
kxd|exadata modules
kxdam|disk auto manage
kxdbc|backup compression for backup appliance
kxdbio|block level intelligent operations
kxdcm|metrics fixed table callbacks
kxdofl|offload
kxdr|DML driver entrypoint
kxdrs|resilvering layer
kxf|parallel query
kxfc|coordinator
kxfp|process and queue manager
kxfpb|buffers
kxfpbgpc|get permanent chunks
kxfpbgtc|buffer allocation get chunk
kxfpgsg|get server group (coordinator)
kxfpnfy|notify
kxfpqdqr|Queue DeQueue queue Reference
kxfpqidqr|Queue Internal DeQueue queue Reference
kxfpqput|put qb buffer back (create partial)
kxfpqrfdb|Queue ref free dequeued buffer
kxfprdp|run detached process
kxfprienq|Queue ref internal enqueue message
kxfprifdb|Queue ref internal free dequeued buffer
kxfq|table queues
kxfqira|initialize a TQ range
kxfqupp|unpack message and put in sort buffer
kxfr|granules
kxfrAllocSlaves|allocate slaves
kxfralo|allocate rowid ranges and slave processes
kxfs|slave
kxft|parallel execution PTL
kxftaskload|this is the load callback that is called for by qerfxFetch to get ...
kxfx|execution
kxfxcp|client side (qc) interface
kxfxcw|kxfxrytab yields the (greatest) reply type expected from a
kxfxgs|get start
kxfxmai|slave process main entry point
kxfxq|queueing
kxfxsExecute|slave execute
kxfxsStmtExecute|statement execute
kxfxse|execute
kxfxsp|open, parse, bind entire DFO
kxh|hash join
kxhf|support for hash join and memory management
kxhrUnpack|unpack a row
kxib|index buffering operations
kxibDoFinish|do finish processing for a specified index
kxibFinish|finish index maintenance processing
kxpar|partition row sources
kxrd|row delete
kxru|row update
kxs|shared cursor
kxsGetRuntimeLock|get runtime lock
kxsbndinf|bind variable information
kxscln|cleanup instantiation object
kxsffir|function fire called when the appropriate heap is going away
kxst|sql trace
kxstcls|cursor closing
kxtex1|execute trigger
kxti|trigger
kxto|trigger
kxtr|trigger
kxtt|temporary table operations
kxwph|table/tabpart/cluster segment attribute management
kywmabtpln|DBMS_WLM.IABORT_WLMPLAN
kywmadclsfr|DBMS_WLM.IADD_WLMCLASSIFIERS
kywmchkpln|DBMS_WLM.ICHECK_WLMPLAN
kywmchkrmenable|DBMS_WLM.ICHECK_RM_ENABLE
kywmchkrmisoff|DBMS_WLM.ICHECK_RM_ISOFF
kywmchkrmplan|DBMS_WLM.ICHECK_RM_PLAN
kywmcrtpln|DBMS_WLM.ICREATE_PLAN
kywmdelpln|DBMS_WLM.IDELETE_WLMPLAN
kywmgetdbinfo|DBMS_WLM.IGET_DB_INFO
kywmgetcdbsetting|DBMS_WLM.IGET_CDB_SETTING
kywmgetpomultiplier|DBMS_WLM.IGET_PO_MULTIPLIER
kywmisetpdbrmplan|DBMS_WLM.ISET_PDB_RM_PLAN
kywmsbmtpc|DBMS_WLM.ISUBMIT_WLMPCS
kywmsbmtpcinfo|DBMS_WLM.ISUBMIT_WLMPCINFO
kywmsbmtpln|DBMS_WLM.ISUBMIT_WLMPLAN
kywmsetdbidbmap|DBMS_WLM.ISET_DBI_DBMAP
