Ldi|date/time conversion
krbiaor|DBMS_BACKUP_RESTORE.KRBIAOR APPLYOFFLINERANGE
krbiarcfn|DBMS_BACKUP_RESTORE.KRBIARCFN GETARCFILENAME
krbiaux|DBMS_BACKUP_RESTORE.KRBIAUX SETDATAFILEAUX
krbibab|DBMS_BACKUP_RESTORE.KRBIBAB BMRADDBLOCK
krbibackupsetpiece|DBMS_BACKUP_RESTORE.KRBIBACKUPSETPIECE BACKUPSETPIECE
krbibackuppiecebackup|DBMS_BACKUP_RESTORE.KRBIBACKUPPIECEBACKUP BACKUPPIECEBACKUP
krbibcf|DBMS_BACKUP_RESTORE.KRBIBCF BACKUPCONTROLFILE
krbibckdmpfile|DBMS_BACKUP_RESTORE.KRBIBCKDMPFILE BACKUPDMPFILE
krbibcle|DBMS_BACKUP_RESTORE.KRBIBCLE BACKUPCANCEL
krbibdcp|DBMS_BACKUP_RESTORE.KRBIBDCP BACKUPDATAFILECOPY
krbibdf|DBMS_BACKUP_RESTORE.KRBIBDF BACKUPDATAFILE
krbibdg|DBMS_BACKUP_RESTORE.KRBIBDG BACKUPPIECECRTDUPGET
krbibdmr|DBMS_BACKUP_RESTORE.KRBIBDMR BMRDOMEDIARECOVERY
krbibds|DBMS_BACKUP_RESTORE.KRBIBDS BACKUPPIECECRTDUPSET
krbibgf|DBMS_BACKUP_RESTORE.KRBIBGF BMRGETFILE
krbibis|DBMS_BACKUP_RESTORE.KRBIBIS BMRINITIALSCAN
krbiblkstat|DBMS_BACKUP_RESTORE.KRBIBLKSTAT GETBLOCKSTAT
krbibmrc|DBMS_BACKUP_RESTORE.KRBIBMRC BMRCANCEL
krbibmrs|DBMS_BACKUP_RESTORE.KRBIBMRS BMRSTART
krbibpc|DBMS_BACKUP_RESTORE.KRBIBPC BACKUPPIECECREATE
krbibrf|DBMS_BACKUP_RESTORE.KRBIBRF BMRRESTOREFROMFLASHBACK
krbibrl|DBMS_BACKUP_RESTORE.KRBIBRL BACKUPARCHIVEDLOG
krbibrpsby|DBMS_BACKUP_RESTORE.KRBIBRPSBY BMRRESTOREFROMSTANDBY
krbibsdf|DBMS_BACKUP_RESTORE.KRBIBSDF BACKUPSETDATAFILE
krbibsf|DBMS_BACKUP_RESTORE.KRBIBSF BACKUPSPFILE
krbibsrl|DBMS_BACKUP_RESTORE.KRBIBSRL BACKUPSETARCHIVEDLOG
krbibsta|DBMS_BACKUP_RESTORE.KRBIBSTA BACKUPSTATUS
krbibufc|DBMS_BACKUP_RESTORE.KRBIBUFC BMRSCANDATAFILECOPY
krbibv|DBMS_BACKUP_RESTORE.KRBIBV BACKUPVALIDATE
krbicbbp|DBMS_BACKUP_RESTORE.KRBICBBP BACKUPBACKUPPIECE
krbicbs|DBMS_BACKUP_RESTORE.KRBICBS CHANGEBACKUPSET
krbiccf|DBMS_BACKUP_RESTORE.KRBICCF COPYCONTROLFILE
krbicdcp|DBMS_BACKUP_RESTORE.KRBICDCP COPYDATAFILECOPY
krbicdf|DBMS_BACKUP_RESTORE.KRBICDF COPYDATAFILE
krbicf|DBMS_BACKUP_RESTORE.KRBICF CONVERTDATAFILECOPY
krbickeepf|DBMS_BACKUP_RESTORE.KRBICKEEPF CANKEEPDATAFILES
krbickpt|DBMS_BACKUP_RESTORE.KRBICKPT GETCKPT, GETCKPTSCN
krbiclrl|DBMS_BACKUP_RESTORE.KRBICLRL CLEARONLINELOGNAMES
krbicmus|DBMS_BACKUP_RESTORE.KRBICMUS CFILEMAKEANDUSESNAPSHOT
krbicrl|DBMS_BACKUP_RESTORE.KRBICRL COPYARCHIVEDLOG
krbicror|DBMS_BACKUP_RESTORE.KRBICROR CREATERMANOUTPUTROW
krbicrs|DBMS_BACKUP_RESTORE.KRBICRS CFILERESIZESECTION
krbicrsr|DBMS_BACKUP_RESTORE.KRBICRSR CREATERMANSTATUSROW
krbicsl|DBMS_BACKUP_RESTORE.KRBICSL CFILECALCSIZELIST, CFILECALCSIZEARRAY
krbicssn|DBMS_BACKUP_RESTORE.KRBICSSN CFILESETSNAPSHOTNAME
krbictset|DBMS_BACUP_RESTORE.KRBICTSET BCTSET
krbicuc|DBMS_BACKUP_RESTORE.KRBICUC CFILEUSECURRENT
krbicup|DBMS_BACKUP_RESTORE.KRBICUP CFILEUSECOPY
krbicus|DBMS_BACKUP_RESTORE.KRBICUS CFILEUSESNAPSHOT
krbicvrt|DBMS_BACKUP_RESTORE.KRBICVRT CONVERTFILENAME
krbid2rf|DBMS_BACKUP_RESTORE.KRBID2RF DBA2RFNO
krbidab|DBMS_BACKUP_RESTORE.KRBIDAB DOAUTOBACKUP
krbidbp|DBMS_BACKUP_RESTORE.KRBIBDP DELETEBACKUPPIECE, CHANGEBACKUPPIECE, CROSSCHECKBACKUPPIECE
krbiddf|DBMS_BACKUP_RESTORE.KRBIDDF CHANGEDATAFILECOPY, DELETEDATAFILECOPY
krbideft|DBMS_BACKUP_RESTORE.KRBIDEFT GETDEFAULTTAG
krbidf|DBMS_BACKUP_RESTORE.KRBIDF DELETEFILE
krbidrl|DBMS_BACKUP_RESTORE.KRBIDRL CHANGEARCHIVEDLOG, DELETEARCHIVEDLOG, CLEARUNARCHIVEDLOGS
krbidrm|DBMS_BACKUP_RESTORE.KRBIDRM RESETCONFIG, DELETECONFIG
krbidsta|DBMS_BACKUP_RESTORE.KRBIDSTA DEVICESTATUS
krbidvac|DBMS_BACKUP_RESTORE.KRBIDVAC DEVICEALLOCATE
krbidvcm|DBMS_BACKUP_RESTORE.KRBIDVCM DEVICECOMMAND
krbidvda|DBMS_BACKUP_RESTORE.KRBIDVDA DEVICEDEALLOCATE
krbidvq|DBMS_BACKUP_RESTORE.KRBIDVQ DEVICEQUERY
krbiesjnp|DBMS_BACKUP_RESTORE.KRBIESJNP SETEXPORTJOBNAME
krbifbaf|DBMS_BACKUP_RESTORE.KRBIFBAF FLASHBACKADDFILE
krbifbc|DBMS_BACKUP_RESTORE.KRBIFBC FLASHBACKCANCEL
krbifbf|DBMS_BACKUP_RESTORE.KRBIFBF FLASHBACKFILES
krbifbs|DBMS_BACKUP_RESTORE.KRBIFBS FLASHBACKSTART
krbiffr|DBMS_BACKUP_RESTORE.KRBIFFR FETCHFILERESTORED
krbifsft|DBMS_BACKUP_RESTORE.KRBIFSFT FINDAUTSEARCHFILETABLE
krbigaln|DBMS_BACKUP_RESTORE.KRBIGALN INSPECTARCHIVEDLOGSEQ
krbigcs|DBMS_BACKUP_RESTORE.KRBIGCS GETCNCTSTR
krbigdgn|DBMS_BACKUP_RESTORE.KRBIGDGN PIECECONTEXTGETNUMBER
krbigfno|DBMS_BACKUP_RESTORE.KRBIGFNO GETFNO
krbigpn|DBMS_BACKUP_RESTORE.KRBIGPN GENPIECENAME
krbigtsc|DBMS_BACKU_RESTORE.KRBIGTSC GENTRANSPORTSCRIPT
krbigtsn|DBMS_BACKUP_RESTORE.KRBIGTSN GETTSNAMEFROMDATAFILECOPY
krbiialbac|DBMS_BACKUP_RESTORE.KRBIIALBAC INCRARCHIVEDLOGBACKUPCOUNT
krbiif|DBMS_BACKUP_RESTORE.KRBIIF inspect bp, arch log, cf, datafile copy 
krbiimsb|DBMS_BACKUP_RESTORE.KRBIIMSB INITMSB
krbiimsc|DBMS_BACKUP_RESTORE.KRBIIMSC INITMSC
krbiimsr|DBMS_BACKUP_RESTORE.KRBIIMSR INITMSR
krbiinins|DBMS_BACKUP_RESTORE.KRBIININS INITNAMESPACE
krbiisomf|DBMS_BACKUP_RESTORE.KRBIISOMF ISFILENAMEOMF
krbinbaf|DBMS_BACKUP_RESTORE.KRBINBAF NBRADDFILE
krbinbeg|DBMS_BACKUP_RESTORE.KRBINBEG NIDBEGIN
krbinbdmr|DBMS_BACKUP_RESTORE.KRBINBDMR NBRDOMEDIARECOVERY
krbinblkstat|DBMS_BACKUP_RESTORE.KRBINBLKSTAT GETNBRBLOCKSTAT
krbinbrc|DBMS_BACKUP_RESTORE.KRBINBRC NBRCANCEL
krbinbrfs|DBMS_BACKUP_RESTORE.KRBINBRFS NBRFILESTATUS
krbinbrs|DBMS_BACKUP_RESTORE.KRBINBRS NBRSTART
krbinend|DBMS_BACKUP_RESTORE.KRBINEND NIDEND
krbinettransfer|DBMS_BACKUP_RESTORE.KRBINETTRANSFER NETWORKFILETRANSFER
krbinfn|DBMS_BACKUP_RESTORE.KRBINFN NORMALIZEFILENAME
krbingni|DBMS_BACKUP_RESTORE.KRBINGNI NIDGETNEWDBID
krbinpcf|DBMS_BACKUP_RESTORE.KRBINPCF NIDPROCESSCF
krbinpdf|DBMS_BACKUP_RESTORE.KRBINPDF NIDPROCESSDF
krbimaux|DBMS_BACKUP_RESTORE.KRBIMAUX MANAGEAUXINSTANCE
krbimrsr|DBMS_BACKUP_RESTORE.KRBIMRSR COMMITRMANSTATUSROW
krbimxi|DBMS_BACKUP_RESTORE.KRBIMXI GETMAXINFO
krbiomfn|DBMS_BACKUP_RESTORE.KRBIOMFN GETOMFFILENAME
krbiovac|DBMS_BACKUP_RESTORE.KRBIOVAC 
krbipba|DBMS_BACKUP_RESTORE.KRBIPBA PROXYBACKUPARCHIVEDLOG
krbipbb|DBMS_BACKUP_RESTORE.KRBIPBB PROXYBEGINBACKUP
krbipbcf|DBMS_BACKUP_RESTORE.KRBIPBCF PROXYBACKUPCONTROLFILE
krbipbdc|DBMS_BACKUP_RESTORE.KRBIPBDC PROXYBACKUPDATAFILECOPY
krbipbdf|DBMS_BACKUP_RESTORE.KRBIPBDF PROXYBACKUPDATAFILE
krbipbr|DBMS_BACKUP_RESTORE.KRBIPBR PROXYBEGINRESTORE
krbipcn|DBMS_BACKUP_RESTORE.KRBIPCN PROXYCANCEL
krbipdl|DBMS_BACKUP_RESTORE.KRBIPDL PROXYDELETE, PROXYCHANGE
krbipgo|DBMS_BACKUP_RESTORE.KRBIPGO PROXYGO
krbipqb|DBMS_BACKUP_RESTORE.KRBIPQB PROXYQUERYBACKUP
krbipqr|DBMS_BACKUP_RESTORE.KRBIPQR PROXYQUERYRESTORE
krbipra|DBMS_BACKUP_RESTORE.KRBIPRA PROXYRESTOREARCHIVEDLOG
krbiprcf|DBMS_BACKUP_RESTORE.KRBIPRCF PROXYRESTORECONTROLFILE
krbiprdf|DBMS_BACKUP_RESTORE.KRBIPRDF PROXYRESTOREDATAFILE
krbiprm|DBMS_BACKUP_RESTORE.KRBIPRM GETPARM
krbipsft|DBMS_BACKUP_RESTORE.KRBIPSFT PROCESSSEARCHFILETABLE
krbipvl|DBMS_BACKUP_RESTORE.KRBIPVL PROXYVALIDATE, PROXYVALONLY
krbiragf|DBMS_BACKUP_RESTORE.KRBIRAGF REFRESHAGEDFILES
krbiran|DBMS_BACKUP_RESTORE.KRBIRAN RENORMALIZEALLFILENAMES
krbirbp|DBMS_BACKUP_RESTORE.KRBIRBP RESTOREBACKUPPIECE, APPLYBACKUPPIECE
krbircdf|DBMS_BACKUP_RESTORE.KRBIRCDF CREATEDATAFILE
krbircft|DBMS_BACKUP_RESTORE.KRBIRCFT RESTORECONTROLFILETO
krbircle|DBMS_BACKUP_RESTORE.KRBIRCLE RESTORECANCEL
krbircp|DBMS_BACKUP_RESTORE.KRBIRCP RESDATAFILECOPY
krbirdalhd|DBMS_BACKUP_RESTORE.KRBIRDALHD READARCHIVEDLOGHEADER
krbirdb|DBMS_BACKUP_RESTORE.KRBIRDB RESETDATABASE
krbirdft|DBMS_BACKUP_RESTORE.KRBIRDFT RESTOREDATAFILETO
krbirdhd|DBMS_BACKUP_RESTORE.KRBIRDHD READFILEHEADER
krbirecfs|DBMS_BACKUP_RESTORE.KRBIRECFS RESETCFILESECTION
krbirerr|DBMS_BACKUP_RESTORE.KRBIRERR Raise error
krbiresdmpfile|DBMS_BACKUP_RESTORE.KRBIRESDMPFILE RESTOREDMPFILE
krbiri|DBMS_BACKUP_RESTORE.KRBIRI REINIT
krbirrl|DBMS_BACKUP_RESTORE.KRBIRRL RESTOREARCHIVEDLOG
krbirrm|DBMS_BACKUP_RESTORE.KRBIRRM RESETCONFIG
krbirrng|DBMS_BACKUP_RESTORE.KRBIRRNG RESTOREARCHIVEDLOGRANGE
krbirsdf|DBMS_BACKUP_RESTORE.KRBIRSDF RESTORESETDATAFILE, APPLYSETDATAFILE, RESTORESETARCHIVEDLOG, RESTORESETXTTFILE, RESTORESETFOREIGNDF, RESTORESETFOREIGNAL
krbirsft|DBMS_BACKUP_RESTORE.KRBIRSFT RESTORESPFILETO
krbirsqlexec|DBMS_BACKUP_RESTORE.KRBIRSQLEXEC REMOTESQLEXECUTE
krbirsp|DBMS_BACKUP_RESTORE.KRBIRSP RESTORESETPIECE, RESTOREBACKUPPIECE
krbirsta|DBMS_BACKUP_RESTORE.KRBIRSTA RESTORESTATUS
krbirvd|DBMS_BACKUP_RESTORE.KRBIRVD RESTOREVALIDATE
krbisal|DBMS_BACKUP_RESTORE.KRBISAL SCANARCHIVEDLOG
krbisbtv|DBMS_BACKUP_RESTORE.KRBISBTV ORACLESBTVERSION
krbisf|DBMS_BACKUP_RESTORE.KRBISF SEARCHFILES
krbisl|DBMS_BACKUP_RESTORE.KRBISL SETLIMIT, GETLIMIT
krbislp|DBMS_BACKUP_RESTORE.KRBISLP SLEEP
krbismsb|DBMS_BACKUP_RESTORE.KRBISMSB SETMSB
krbismsc|DBMS_BACKUP_RESTORE.KRBISMSC SETMSC
krbisprm|DBMS_BACKUP_RESTORE.KRBISPRM SETPARMS
krbisrid|DBMS_BACKUP_RESTORE.KRBISRID SETRMANSTATUSROWID
krbisrm|DBMS_BACKUP_RESTORE.KRBISRM SETCONFIG
krbistc|DBMS_BACKUP_RESTORE.KRBISTC SWITCHTOCOPY
krbistcs|DBMS_BACKUP_RESTORE.KRBISTCS SET_CHARSET
krbiswitch|DBMS_BACKUP_RESTORE.KRBISWITCH BCTSWITCH
krbiswtf|DBMS_BACKUP_RESTORE.KRBISWTF SWITCHTEMPFILE
krbitdblk|DBMS_BACKUP_RESTORE.KRBITDBLK TRANSPORTDBLOCK
krbitdbunlk|DBMS_BACKUP_RESTORE.KRBITDBUNLK TRANSPORTDBUNLOCK
krbitrc|DBMS_BACKUP_RESTORE.KRBITRC
krbitsat|DBMS_BACKUP_RESTORE.KRBITSAT SETTABLESPACEEXCLUDE, SETTABLESPACEATTR
krbiufc|DBMS_BACKUP_RESTORE.KRBIUFC SCANDATAFILECOPY
krbiufr|DBMS_BACKUP_RESTORE.KRBIUFR SCANDATAFILE
krbiuphd|DBMS_BACKUP_RESTORE.KRBIUPHD UPDATEHEADERS
krbiursr|DBMS_BACKUP_RESTORE.KRBIURSR UPDATERMANSTATUSROW
krbiurt|DBMS_BACKUP_RESTORE.KRBIURT CLEARRECOVERYDESTFLAG, INCREMENTRECORDSTAMP, VSSBACKEDRECORD, OAMPOLLEDRECORD
krbival|DBMS_BACKUP_RESTORE.KRBIVAL VALIDATEARCHIVEDLOG
krbivala|DMBS_BACKUP_RESTORE.KRBIVALA VALIDATIONADDPIECE
krbivalblk|DMBS_BACKUP_RESTORE.KRBIVALBLK VALIDATEBLOCK
krbivale|DMBS_BACKUP_RESTORE.KRBIVALE VALIDATIONEND
krbivaln|DMBS_BACKUP_RESTORE.KRBIVALN VALIDATIONNEXTRESULT
krbivals|DMBS_BACKUP_RESTORE.KRBIVALS VALIDATIONSTART
krbivalv|DMBS_BACKUP_RESTORE.KRBIVALV VALIDATIONVALIDATE
krbivbp|DBMS_BACKUP_RESTORE.KRBIVBP VALIDATEBACKUPPIECE
krbivdc|DBMS_BACKUP_RESTORE.KRBIVDC VALIDATEDATAFILECOPY
krbivts|DBMS_BACKUP_RESTORE.KRBIVTS VALIDATETABLESPACE
krbiwtrc|DBMS_BACKUP_RESTORE.KRBIWTRC WRITETRACE
krbizerf|DBMS_BACKUP_RESTORE.KRBIZERF ZERODBID
krbm|miscellaneous functions
krbr|restore and recovery
krbrpr|piece read
krbrr|reread corrupt block
krbrrp|from back piece
krbx|proxy copy controller
krby|image copy
krc|block change tracking
krccacp|advance the checkpoint
krccckp|checkpoint
krcpabs|I am ctwr
krcptmo|ctwr timeout action, this is the main loop
krd|datafiles (media&standby)
krd_end_rcv|end media recovery
krd_implicit_rcv|IMPLICIT ReCoVery for standby open/activation
krdrsb|read from standby (?)
krdsmr|serial? slave? media recovery
krf|flashback
krfgdelfb1|calculate deleted space (?)
krfgfbtofree|calculate free space
krfxfblog|fixed table callback routine for x$kcrfblog
krp|recovery
krp_check_slave_exit|wait for ksv slaves to exit
krp_slave_apply|main redo apply loop
krp_slave_main|main pmr slave callback
krpi|dbms_pitr support
krpiacp|DBMS_PITR.KRPIACP ADJUSTCOMPATIBILITY
krpibexp|DBMS_PITR.KRPIBEXP BEGINEXPORT
krpibimp|DBMS_PITR.KRPIBIMP BEGINIMPORT
krpibts|DBMS_PITR.KRPIBTS BEGINTABLESPACE
krpicpt|DBMS_PITR.KRPICPT COMMITPITR
krpidfv|DBMS_PITR.KRPIDFV DOFILEVERIFY
krpists|DBMS_PITR.KRPISTS SELECTTABLESPACE
krs|standby/dataguard (?)
krt|tablespaces
krta2bz|obtain blocksize of tablespace
krta2rfn|obtain file number (mos says absolute file number)
krtchk|check consistency (with control file)
krtcktt|check temporary tablespace configuration
krvarf|DBMS_LOGMNR.KRVARF ADD_LOGFILE
krvcp|DBMS_LOGMNR.KRVCP COLUMN_PRESENT
krvend|DBMS_LOGMNR.KRVEND END_LOGMNR
krvg|generation of redo with DDL
krvgdrm|DBMS_LOGMNR_INTERNAL.KRVGDRM
krviad11202to112|DBMS_LOGMNR_INTERNAL.AGESPILL_11202TO112
krviad112to11|DBMS_LOGMNR_INTERNAL.AGESPILL_112TO11
krviad121to11204|DBMS_LOGMNR_INTERNAL.AGESPILL_121TO11204
krviad12202to122|DBMS_LOGMNR_INTERNAL.AGESPILL_12202TO122
krviad122to12|DBMS_LOGMNR_INTERNAL.AGESPILL_122TO12
krviad122to12202|DBMS_LOGMNR_INTERNAL.AGESPILL_122TO12202
krvialf|DBMS_LOGMNR_SESSION_INT.ADD_LOG_FILE
krviarscn|DBMS_LOGMNR_INTERNAL.ADVANCE_READ_SCN
krviats|DBMS_LOGMNR_SESSION_INT.ATTACH_SESSION
krviau11204to121|DBMS_LOGMNR_INTERNAL.AGESPILL_11204TO121
krviau11to112|DBMS_LOGMNR_INTERNAL.AGESPILL_11TO112
krviau122to12202|DBMS_LOGMNR_INTERNAL.AGESPILL_122TO12202
krviau12to122|DBMS_LOGMNR_INTERNAL.AGESPILL_12TO122
krvicl|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVICL
krvicp|DBMS_LOGMNR_SESSION_INT.COLUMN_PRESENT
krvics|DBMS_LOGMNR_SESSION_INT.CREATE_SESSION
krvidcd|DBMS_LOGMNR_INTERNAL.DUMP_CKPT_DATA
krvidib|DBMS_LOGMNR_INTERNAL.KRVIDIB
krvidpd|DBMS_LOGMNR_INTERNAL.DUMP_PAGEOUT_DATA
krvidscd|DBMS_LOGMNR_INTERNAL.DUMP_STREAMS_CKPT_DATA
krvidss|DBMS_LOGMNR_SESSION_INT.DESTROY_SESSION
krvidts|DBMS_LOGMNR_SESSION_INT.DETACH_SESSION
krviftsi|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVIFTSI
krvigrg|DBMS_LOGMNR_INTERNAL.GET_ROOT_GLOBAL_NAME
krvild|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVILD
krvilss|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVILSS
krvilt|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVILT
krvimv|DBMS_LOGMNR_SESSION_INT.MINE_VALUE
krvips|DBMS_LOGMNR_SESSION_INT.PREPARE_SCN_RANGE
krvirlf|DBMS_LOGMNR_SESSION_INT.REMOVE_LOG_FILE
krvirs|DBMS_LOGMNR_SESSION_INT.RELEASE_SCN_RANGE
krvisda|DBMS_LOGMNR_SESSION_INT.SET_DICT_ATTR
krvislegc|DBMS_LOGMNR_INTERNAL.KRVISLEQC
krvisobj|DBMS_LOGMNR_INTERNAL.SKIP_OBJ_C
krvisrba|DBMS_LOGMNR_INTERNAL.SKIP_RBA
krvissp|DBMS_LOGMNR_SESSION_INT.SET_SESSION_PARAMETERS
krvisxid|DBMS_LOGMNR_INTERNAL.SKIP_XID
krviuld|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVIULD
krviulss|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVIULSS
krviult|DBMS_LOGMNR_INTERNAL.LOGMNR_KRVIULT
krviusobj|DBMS_LOGMNR_INTERNAL.UNSKIP_OBJ_C
krviusrba|DBMS_LOGMNR_INTERNAL.UNSKIP_RBA
krviusxid|DBMS_LOGMNR_INTERNAL.UNSKIP_XID
krvmv|DBMS_LOGMNR.KRVMV MINE_VALUE
krvspd|DBMS_LOGMNR_INTERNAL.KRVSPD
krvstart|DBMS_LOGMNR.KRVSTART START_LOGMNR
krvrgse|DBMS_LOGMNR_INTERNAL.KRVRGSE
krvrgse2|DBMS_LOGMNR_INTERNAL.KRVRGSE2
krvrmgb|DBMS_LOGMNR_INTERNAL.KRVRMGB
krvrrse|DBMS_LOGMNR_INTERNAL.KRVRRSE
krvrrrf|DBMS_LOGMNR.KRVRRRF REMOVE_LOGFILE
krvt|log miner viewer support
krvugaclr|DBMS_LOGMNR_INTERNAL.KRVUGACLR
krvugaset|DBMS_LOGMNR_INTERNAL.KRVUGASET
ks|service
ksa|async
ksaamb|allocate message buffer
ksadmb|deallocate message buffer
ksarcv|receive message
ksasnd|send asynchronous message
ksasndint|send asynchronous message
ksb|background processes
ksbabs|action based server
ksbasend|asynchronous send message main loop
ksbckbast|check blocking asynchronous trap
ksbcti|call timeout/interrupts
ksbd|detached process
ksbmsg|call cpu count changed callbacks
ksbrdp|run a detached background process
ksbxiaf|ksbxic (cross instance calls) message and interrupt action
ksbxiafdomsg|ksbxic and async xic static functions
ksbt|background processes
kscn_to_ub8_impl|convert SCN to ub8
kscnfy|system notifications to be passed to components
ksd|debug internal errors
ksdnfsp_restore_df_perm|DBMS_DNFS.RESTORE_DATAFILE_PERMISSION
ksdwra|write to alert
ksdwrf|write to (trace) file
ksdwrt|DBMS_SYSTEM.KSDWRT_ICD KSDWRT
ksddoa|debug support do an action
ksdhng|hang analysis
ksdind|DBMS_SYSTEM.KSDIND_ICD KSDIND
ksdp|parser
ksdpcg|post and check event in the specified event group
ksdpec|post event and check trigger condition
ksdxen|2-task entry point
ksdxcb|ksdx callback for sosd layer signal handler
ksdxfdmp|ksdx function: invoke named dump
kse|error
ksed|debug
ksedmp|dump process state
ksedst|dump the call stack
ksedst1|stack trace 1 helper
ksepop|perform cleanup when an error frame is being popped
kserec1|record an error code
ksesec1|recovery operations
ksf|functions
ksfd|disk IO
ksfdDumpPGA|dump ksfd PGA
ksfd_addtoissueq|add requests to issue queue
ksfd_chkio|IO checker/io stats
ksfd_clear_pgaobjsc|clear pga objects
ksfd_do_io_verification|do IO verification
ksfd_gosdrq|get os dependent requests
ksfd_osdrqfil|operating system dependent request 
ksfd_sage_poosible|exadata offloading possible check
ksfd_sbio|submit block IO
ksfd_skgfqio|to system kernel generic file queue IO
ksfd_update_iostatstime|update statistics for X$KSFDSTFILE (V$IOSTAT_FILE)
ksfdaf|asm files
ksfdaio|asynchronous IO
ksfdbio|block IO
ksfdbio_updatestats|update statistics for X$KSFDSTCMP (V$IOSTAT_FUNCTION)
ksfdckerr|check for errrors
ksfdfchkaio|check if aio can be done
ksfdgaiolmt|get aio limit
ksfdgfno|get file number
ksfdgo|execute IO
ksfdgrsz|get request size
ksfdmp|call the relevant dump routine
ksfdnfy|PDB open notifier
ksfdopn|open random access file fname
ksfdpcl|process IO completion
ksfdpgadump|ksfd dump PGA routine
ksfdpoll|poll for IO completion
ksfdread|read random access file in sync mode
ksfdss|snapshot (clonedb)
ksfdss_fob_is_snap|are files in file open block (fob) snapshot files?
ksfdwat|wait for IOs to finish
ksfdwtio|wait for IO
ksfflt|free latch
ksfglt|get latch
ksfh|io helper
ksfm|file mapping
ksfmplsdropall|DBMS_STORAGE_MAP.DROP_ALL_CALLOUT
ksfmplsdropelement|DBMS_STORAGE_MAP.DROP_ELEMENT_CALLOUT
ksfmplsdropfile|DBMS_STORAGE_MAP.DROP_FILE_CALLOUT
ksfmplslockmap|DBMS_STORAGE_MAP.LOCK_MAP_CALLOUT
ksfmplsmapelement|DBMS_STORAGE_MAP.MAP_ELEMENT_CALLOUT
ksfmplsmapfile|DBMS_STORAGE_MAP.MAP_FILE_CALLOUT
ksfmplsrestore|DBMS_STORAGE_MAP.RESTORE_CALLOUT
ksfmplsunlockmap|DBMS_STORAGE_MAP.UNLOCK_MAP_CALLOUT
ksfpec|io post and event
ksfq|io sequential io interface
ksfq_alo|allocate device
ksfsp|DBMS_FS
ksfsp_make_fs|KSFSP_MAKE_FS
ksfsp_mount_fs|KSFSP_MOUNT_FS
ksfsp_destroy_fs|KSFSP_DESTROY_FS
ksfv|io server
ksi|instance locking
ksim|messaging
ksimPrintGroupMemPGA|print out pga group memory (oradebug)
ksimPrintGroupMemCache|print out group memory cache (oradebug)
ksimgchg|group state change
ksipget|get a group lock (synchronous interface to DLM for lock get)
ksipcon|convert a group lock
ksiprls|release a group lock
ksk|resource manager
kskadjcpuutil|adjust cpu utilization (adjusted for instance caging)
kskchk|check resource state for RM
kskgetpgalimit|get pga limit
kskiorm|I/O resource manager
ksklheld|lock held
kskosstatact|operating system statistics act (get os statistics)
kskpthr|post thread
kskthbwt|thread begin wait
kskthewt|thread end wait
kskthexit|thread exit
kskthrsod|thread state object delete
kskvmstatact|measure swap-in and swap-out (and generate error if amount is more than 2% of real memory)
kskwait_timed_cpu|resource manager wait routine
ksl|lock management
ksl_get_child_latch_range|get all child latches for a range
ksl_get_child_latches|get all child latches
ksl_get_shared_latch|get latch in shared mode
ksl_get_shared_latch_int|(12.2)
ksl_post_proc|post a single process
ksl_postm_init|post multi initialise
ksl_postm_do_posts|post multi do posts
ksl_update_post_stats|update processing of posting stats ao. in x$kslpr
kslawe|add post-wait entry
kslccll|clean up after a given latch
kslcll|clean up after a given latch
kslcllt|clean up after a given latch
kslclt|child latch
kslconx|convert latch from shared to exclusive
ksle|event wait
kslf2c|free two child latches
kslfre|free latch
kslfred|free latch, debugging version
kslges|get latch spinning in a loop
kslgetl|get latch
kslgetsl|get a shared latch
kslgpl|get parent and child latches
kslg2c|get two child latches
kslilcr|invoke latch cleanup routine
ksliwat|inner wait function; setup a wait that times out
ksliwat_cleanup|cleanup post/wait entry
kslpsemf|post semaphores
kslpslf|post list of foregrounds
kslpspr|post the process with that latch
kslpwrp_int|post/wait read post type (to choose single or multi process posting; guess)
kslwait|wait for n centi-seconds or until posted
kslwaitctx|wait context; wait until timeout
kslwlmod|wait list modification
kslwlscan|scan write list
kslwt|wait interface
kslwt_end_snapshot|end snapshot
kslwt_update_stats_int|update statistics
kslwtbctx|begin context/wait
kslwtectx|end context/wait
ksm|memory
ksmapg|callback for allocating a pga extent
ksmasg|callback for allocating an sga extent
ksmcpg|create (variable) pga
ksmcsg|create sga
ksmd|state object memory (?)
ksmdfr|free memory
ksmdpg|compare the size of the PGA at ksurspr
ksmerr|cleanup any stack memory allocated within the given error frame
ksmf|fixed sga
ksmh|any heap
ksmp|pga heap
ksms|sga heap
ksmshu|instance shutdown final check on sga
ksmu|uga heap
ksmudr|stack segment underflow, free the current stack segment and restore ?
ksmuga|allocate user session global data
ksmugf|release session global memory
ksmuhe|allocate the uga heap using the parent heap specified if state = KSMUGCRE
ksmupg|check for references in the session global area to process
ksn|two task
kso|operations
kso_prespawn_queue_disable|DBMS_PROCESS.STOP_POOL
